"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"Path along the Chesapeake Bay. #nature #path #trees #bay #chesapeakebay https://t.co/bR0nxoSGcT",FALSE,1,NA,2021-09-09 18:22:01,FALSE,NA,"1436032160490610688",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","ToshioK",0,FALSE,FALSE,NA,NA
"And the barge makes it under the #ChesapeakeBay Bridge.
@chesapeakebay @ChesapeakeNPS @chesbayprogram… https://t.co/XP6yLCDFAK",FALSE,3,NA,2021-09-09 16:06:25,TRUE,NA,"1435998034643628039",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Maro2Bear",0,FALSE,FALSE,NA,NA
"RT @Battlemapsus: Chesapeake Bay 1778 Revolutionary War Chart French naval chart of the #ChesapeakeBay, designed specifically for use by th…",FALSE,0,NA,2021-09-09 15:26:14,FALSE,NA,"1435987920247136256",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AncestorRoundup",2,TRUE,FALSE,NA,NA
"RT @VisitAnnapolis: Boats and the Bay. Quintessential #Maryland!

📸 cperez13

#hornpoint #annapolis #Eastport #visitannapolis #annapolis #s…",FALSE,0,NA,2021-09-09 14:15:13,FALSE,NA,"1435970048007495683",NA,"<a href=""https://premierboating.co.uk/"" rel=""nofollow"">Sailing News Retweets</a>","boatmarinelife",2,TRUE,FALSE,NA,NA
"RT @VisitAnnapolis: Boats and the Bay. Quintessential #Maryland!

📸 cperez13

#hornpoint #annapolis #Eastport #visitannapolis #annapolis #s…",FALSE,0,NA,2021-09-09 14:03:20,FALSE,NA,"1435967060086042632",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","sellannapolis",2,TRUE,FALSE,NA,NA
"Boats and the Bay. Quintessential #Maryland!

📸 cperez13

#hornpoint #annapolis #Eastport #visitannapolis… https://t.co/06ZW7CyznT",FALSE,7,NA,2021-09-09 14:02:17,TRUE,NA,"1435966795697983489",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","VisitAnnapolis",2,FALSE,FALSE,NA,NA
"Wolf, #Chesapeake Guvs. want $737M to help #farmers to fight #climatechange. The move was welcomed by environmental… https://t.co/wOtZ1nlXJk",FALSE,1,NA,2021-09-09 11:01:14,TRUE,NA,"1435921233720365065",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","TCRPC",0,FALSE,FALSE,NA,NA
"RT @AlittlePervy: 22,000 Y.O. Underwater Site ~ Chesapeake Bay Mastodon, Tool &amp; Solutreans? https://t.co/gTm4ETHAbx via @YouTube New video.…",FALSE,0,NA,2021-09-09 05:47:10,FALSE,NA,"1435842195093852161",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","aladwi12",4,TRUE,FALSE,NA,NA
"RT @AlittlePervy: 22,000 Y.O. Underwater Site ~ Chesapeake Bay Mastodon, Tool &amp; Solutreans? https://t.co/gTm4ETHAbx via @YouTube New video.…",FALSE,0,NA,2021-09-09 02:43:00,FALSE,NA,"1435795846491254785",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","yanneyboy1",4,TRUE,FALSE,NA,NA
"RT @AlittlePervy: 22,000 Y.O. Underwater Site ~ Chesapeake Bay Mastodon, Tool &amp; Solutreans? https://t.co/gTm4ETHAbx via @YouTube New video.…",FALSE,0,NA,2021-09-09 02:26:01,FALSE,NA,"1435791571459481603",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","TwistDead1",4,TRUE,FALSE,NA,NA
"RT @AlittlePervy: 22,000 Y.O. Underwater Site ~ Chesapeake Bay Mastodon, Tool &amp; Solutreans? https://t.co/gTm4ETHAbx via @YouTube New video.…",FALSE,0,NA,2021-09-09 02:12:10,FALSE,NA,"1435788086361866242",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Swedtraders",4,TRUE,FALSE,NA,NA
"22,000 Y.O. Underwater Site ~ Chesapeake Bay Mastodon, Tool &amp; Solutreans? https://t.co/gTm4ETHAbx via @YouTube New… https://t.co/qm9kVcqFYl",FALSE,20,NA,2021-09-09 02:05:46,TRUE,NA,"1435786478320173057",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","AlittlePervy",4,FALSE,FALSE,NA,NA
"RT @ToshioK: Chesapeake Bay and the fishing pier. #nature #chesapeakebay #bay #pier #fishing #park https://t.co/dEm5xealbS",FALSE,0,NA,2021-09-09 00:44:11,FALSE,NA,"1435765946363297792",NA,"<a href=""https://www.ben-sad@blogspot.com"" rel=""nofollow"">Fishing Tweets</a>","dailyfishingBot",1,TRUE,FALSE,NA,NA
"Chesapeake Bay and the fishing pier. #nature #chesapeakebay #bay #pier #fishing #park https://t.co/dEm5xealbS",FALSE,1,NA,2021-09-09 00:41:14,FALSE,NA,"1435765205334564864",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","ToshioK",1,FALSE,FALSE,NA,NA
"RT @ByTheBayPhotos: Chesapeake Bay Sunset Silhouette

#AnneArundel #Maryland #ChesapeakeBay https://t.co/xkWq56n3pe",FALSE,0,NA,2021-09-09 00:33:58,FALSE,NA,"1435763375594786818",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","photosbyblaine",2,TRUE,FALSE,NA,NA
"RT @Battlemapsus: Chesapeake Bay 1778 Revolutionary War Chart French naval chart of the #ChesapeakeBay, designed specifically for use by th…",FALSE,0,NA,2021-09-08 23:03:16,FALSE,NA,"1435740548493611012",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PatriotIndiana",2,TRUE,FALSE,NA,NA
"RT @oysterrecovery: Watch out for the women! #wcw goes out to these 2 fierce females -  the first women to complete the entire #BayPaddle.…",FALSE,0,NA,2021-09-08 23:02:13,FALSE,NA,"1435740285867278346",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","sasregulus",4,TRUE,FALSE,NA,NA
"Chesapeake Bay 1778 Revolutionary War Chart French naval chart of the #ChesapeakeBay, designed specifically for use… https://t.co/9hSECLglvf",FALSE,1,NA,2021-09-08 22:57:12,TRUE,NA,"1435739023218298880",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Battlemapsus",2,FALSE,FALSE,NA,NA
"RT @oysterrecovery: Watch out for the women! #wcw goes out to these 2 fierce females -  the first women to complete the entire #BayPaddle.…",FALSE,0,NA,2021-09-08 16:50:33,FALSE,NA,"1435646753643106313",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","cameronjthacker",4,TRUE,FALSE,NA,NA
"RT @oysterrecovery: Watch out for the women! #wcw goes out to these 2 fierce females -  the first women to complete the entire #BayPaddle.…",FALSE,0,NA,2021-09-08 14:47:16,FALSE,NA,"1435615728544124928",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","OCaretti",4,TRUE,FALSE,NA,NA
"Susquehanna River Basin Commission is hosting a River Walk in Harrisburg on Sept 17 at 11 am to celebrate its 50th… https://t.co/jYOBCJJhN0",FALSE,0,NA,2021-09-08 14:30:30,TRUE,NA,"1435611506180296705",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","RiverStewardsPA",0,FALSE,FALSE,NA,NA
"RT @oysterrecovery: Watch out for the women! #wcw goes out to these 2 fierce females -  the first women to complete the entire #BayPaddle.…",FALSE,0,NA,2021-09-08 14:23:48,FALSE,NA,"1435609821718458372",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","baypaddle",4,TRUE,FALSE,NA,NA
